Airline,From,To,Source Airport,Destination Airport
Pinnacle Airlines,Atlanta,Minneapolis,ATL,MSP
Pinnacle Airlines,Minneapolis,Atlanta,MSP,ATL
American Airlines,Atlanta,Charlotte,ATL,CLT
American Airlines,Atlanta,Miami,ATL,MIA
American Airlines,Atlanta,Chicago,ATL,ORD
American Airlines,Atlanta,Philadelphia,ATL,PHL
American Airlines,Atlanta,Phoenix,ATL,PHX
American Airlines,Boston,Charlotte,BOS,CLT
American Airlines,Boston,Washington,BOS,DCA
American Airlines,Boston,Los Angeles,BOS,LAX
American Airlines,Boston,Miami,BOS,MIA
American Airlines,Boston,Chicago,BOS,ORD
American Airlines,Boston,Portland,BOS,PDX
American Airlines,Boston,Philadelphia,BOS,PHL
American Airlines,Boston,Phoenix,BOS,PHX
American Airlines,Boston,San Diego,BOS,SAN
American Airlines,Boston,Seattle,BOS,SEA
American Airlines,Baltimore,Charlotte,BWI,CLT
American Airlines,Baltimore,Miami,BWI,MIA
American Airlines,Baltimore,Chicago,BWI,ORD
American Airlines,Baltimore,Philadelphia,BWI,PHL
American Airlines,Baltimore,Phoenix,BWI,PHX
American Airlines,Charlotte,Atlanta,CLT,ATL
American Airlines,Charlotte,Boston,CLT,BOS
American Airlines,Charlotte,Baltimore,CLT,BWI
American Airlines,Charlotte,Washington,CLT,DCA
American Airlines,Charlotte,Denver,CLT,DEN
American Airlines,Charlotte,Detroit,CLT,DTW
American Airlines,Charlotte,Washington,CLT,IAD
American Airlines,Charlotte,Houston,CLT,IAH
American Airlines,Charlotte,Los Angeles,CLT,LAX
American Airlines,Charlotte,Orlando,CLT,MCO
American Airlines,Charlotte,Miami,CLT,MIA
American Airlines,Charlotte,Minneapolis,CLT,MSP
American Airlines,Charlotte,Chicago,CLT,ORD
American Airlines,Charlotte,Portland,CLT,PDX
American Airlines,Charlotte,Philadelphia,CLT,PHL
American Airlines,Charlotte,Phoenix,CLT,PHX
American Airlines,Charlotte,Portland,CLT,PWM
American Airlines,Charlotte,San Diego,CLT,SAN
American Airlines,Charlotte,San Antonio,CLT,SAT
American Airlines,Charlotte,Seattle,CLT,SEA
American Airlines,Charlotte,San Francisco,CLT,SFO
American Airlines,Charlotte,St. Louis,CLT,STL
American Airlines,Charlotte,Tampa,CLT,TPA
American Airlines,Washington,Boston,DCA,BOS
American Airlines,Washington,Charlotte,DCA,CLT
American Airlines,Washington,Detroit,DCA,DTW
American Airlines,Washington,Los Angeles,DCA,LAX
American Airlines,Washington,Orlando,DCA,MCO
American Airlines,Washington,Miami,DCA,MIA
American Airlines,Washington,Minneapolis,DCA,MSP
American Airlines,Washington,Chicago,DCA,ORD
American Airlines,Washington,Portland,DCA,PDX
American Airlines,Washington,Philadelphia,DCA,PHL
American Airlines,Washington,Phoenix,DCA,PHX
American Airlines,Washington,Portland,DCA,PWM
American Airlines,Washington,San Diego,DCA,SAN
American Airlines,Washington,St. Louis,DCA,STL
American Airlines,Washington,Tampa,DCA,TPA
American Airlines,Denver,Charlotte,DEN,CLT
American Airlines,Denver,Los Angeles,DEN,LAX
American Airlines,Denver,Miami,DEN,MIA
American Airlines,Denver,Chicago,DEN,ORD
American Airlines,Denver,Philadelphia,DEN,PHL
American Airlines,Denver,Phoenix,DEN,PHX
American Airlines,Denver,Seattle,DEN,SEA
American Airlines,Detroit,Charlotte,DTW,CLT
American Airlines,Detroit,Washington,DTW,DCA
American Airlines,Detroit,Miami,DTW,MIA
American Airlines,Detroit,Chicago,DTW,ORD
American Airlines,Detroit,Philadelphia,DTW,PHL
American Airlines,Detroit,Phoenix,DTW,PHX
American Airlines,Washington,Charlotte,IAD,CLT
American Airlines,Washington,Los Angeles,IAD,LAX
American Airlines,Washington,Miami,IAD,MIA
American Airlines,Houston,Charlotte,IAH,CLT
American Airlines,Houston,Los Angeles,IAH,LAX
American Airlines,Houston,Miami,IAH,MIA
American Airlines,Houston,Chicago,IAH,ORD
American Airlines,Houston,Philadelphia,IAH,PHL
American Airlines,Houston,Phoenix,IAH,PHX
American Airlines,Los Angeles,Boston,LAX,BOS
American Airlines,Los Angeles,Charlotte,LAX,CLT
American Airlines,Los Angeles,Washington,LAX,DCA
American Airlines,Los Angeles,Denver,LAX,DEN
American Airlines,Los Angeles,Washington,LAX,IAD
American Airlines,Los Angeles,Houston,LAX,IAH
American Airlines,Los Angeles,Orlando,LAX,MCO
American Airlines,Los Angeles,Miami,LAX,MIA
American Airlines,Los Angeles,Chicago,LAX,ORD
American Airlines,Los Angeles,Portland,LAX,PDX
American Airlines,Los Angeles,Philadelphia,LAX,PHL
American Airlines,Los Angeles,Phoenix,LAX,PHX
American Airlines,Los Angeles,San Diego,LAX,SAN
American Airlines,Los Angeles,Seattle,LAX,SEA
American Airlines,Los Angeles,San Francisco,LAX,SFO
American Airlines,Los Angeles,St. Louis,LAX,STL
American Airlines,Orlando,Charlotte,MCO,CLT
American Airlines,Orlando,Washington,MCO,DCA
American Airlines,Orlando,Los Angeles,MCO,LAX
American Airlines,Orlando,Miami,MCO,MIA
American Airlines,Orlando,Chicago,MCO,ORD
American Airlines,Orlando,Philadelphia,MCO,PHL
American Airlines,Orlando,Phoenix,MCO,PHX
American Airlines,Orlando,San Diego,MCO,SAN
American Airlines,Orlando,Seattle,MCO,SEA
American Airlines,Miami,Atlanta,MIA,ATL
American Airlines,Miami,Boston,MIA,BOS
American Airlines,Miami,Baltimore,MIA,BWI
American Airlines,Miami,Charlotte,MIA,CLT
American Airlines,Miami,Washington,MIA,DCA
American Airlines,Miami,Denver,MIA,DEN
American Airlines,Miami,Detroit,MIA,DTW
American Airlines,Miami,Washington,MIA,IAD
American Airlines,Miami,Houston,MIA,IAH
American Airlines,Miami,Los Angeles,MIA,LAX
American Airlines,Miami,Orlando,MIA,MCO
American Airlines,Miami,Minneapolis,MIA,MSP
American Airlines,Miami,Chicago,MIA,ORD
American Airlines,Miami,Philadelphia,MIA,PHL
American Airlines,Miami,Phoenix,MIA,PHX
American Airlines,Miami,San Diego,MIA,SAN
American Airlines,Miami,Seattle,MIA,SEA
American Airlines,Miami,San Francisco,MIA,SFO
American Airlines,Miami,St. Louis,MIA,STL
American Airlines,Miami,Tampa,MIA,TPA
American Airlines,Minneapolis,Charlotte,MSP,CLT
American Airlines,Minneapolis,Washington,MSP,DCA
American Airlines,Minneapolis,Miami,MSP,MIA
American Airlines,Minneapolis,Chicago,MSP,ORD
American Airlines,Minneapolis,Philadelphia,MSP,PHL
American Airlines,Minneapolis,Phoenix,MSP,PHX
American Airlines,Chicago,Atlanta,ORD,ATL
American Airlines,Chicago,Boston,ORD,BOS
American Airlines,Chicago,Baltimore,ORD,BWI
American Airlines,Chicago,Charlotte,ORD,CLT
American Airlines,Chicago,Washington,ORD,DCA
American Airlines,Chicago,Denver,ORD,DEN
American Airlines,Chicago,Detroit,ORD,DTW
American Airlines,Chicago,Houston,ORD,IAH
American Airlines,Chicago,Los Angeles,ORD,LAX
American Airlines,Chicago,Orlando,ORD,MCO
American Airlines,Chicago,Miami,ORD,MIA
American Airlines,Chicago,Minneapolis,ORD,MSP
American Airlines,Chicago,Portland,ORD,PDX
American Airlines,Chicago,Philadelphia,ORD,PHL
American Airlines,Chicago,Phoenix,ORD,PHX
American Airlines,Chicago,San Diego,ORD,SAN
American Airlines,Chicago,San Antonio,ORD,SAT
American Airlines,Chicago,Seattle,ORD,SEA
American Airlines,Chicago,San Francisco,ORD,SFO
American Airlines,Chicago,St. Louis,ORD,STL
American Airlines,Chicago,Tampa,ORD,TPA
American Airlines,Portland,Boston,PDX,BOS
American Airlines,Portland,Charlotte,PDX,CLT
American Airlines,Portland,Washington,PDX,DCA
American Airlines,Portland,Los Angeles,PDX,LAX
American Airlines,Portland,Chicago,PDX,ORD
American Airlines,Portland,Philadelphia,PDX,PHL
American Airlines,Portland,Phoenix,PDX,PHX
American Airlines,Portland,San Diego,PDX,SAN
American Airlines,Portland,San Francisco,PDX,SFO
American Airlines,Philadelphia,Atlanta,PHL,ATL
American Airlines,Philadelphia,Boston,PHL,BOS
American Airlines,Philadelphia,Baltimore,PHL,BWI
American Airlines,Philadelphia,Charlotte,PHL,CLT
American Airlines,Philadelphia,Washington,PHL,DCA
American Airlines,Philadelphia,Denver,PHL,DEN
American Airlines,Philadelphia,Detroit,PHL,DTW
American Airlines,Philadelphia,Houston,PHL,IAH
American Airlines,Philadelphia,Los Angeles,PHL,LAX
American Airlines,Philadelphia,Orlando,PHL,MCO
American Airlines,Philadelphia,Miami,PHL,MIA
American Airlines,Philadelphia,Minneapolis,PHL,MSP
American Airlines,Philadelphia,Chicago,PHL,ORD
American Airlines,Philadelphia,Portland,PHL,PDX
American Airlines,Philadelphia,Phoenix,PHL,PHX
American Airlines,Philadelphia,Portland,PHL,PWM
American Airlines,Philadelphia,San Diego,PHL,SAN
American Airlines,Philadelphia,San Antonio,PHL,SAT
American Airlines,Philadelphia,Seattle,PHL,SEA
American Airlines,Philadelphia,San Francisco,PHL,SFO
American Airlines,Philadelphia,St. Louis,PHL,STL
American Airlines,Philadelphia,Tampa,PHL,TPA
American Airlines,Phoenix,Atlanta,PHX,ATL
American Airlines,Phoenix,Boston,PHX,BOS
American Airlines,Phoenix,Baltimore,PHX,BWI
American Airlines,Phoenix,Charlotte,PHX,CLT
American Airlines,Phoenix,Washington,PHX,DCA
American Airlines,Phoenix,Denver,PHX,DEN
American Airlines,Phoenix,Detroit,PHX,DTW
American Airlines,Phoenix,Houston,PHX,IAH
American Airlines,Phoenix,Los Angeles,PHX,LAX
American Airlines,Phoenix,Orlando,PHX,MCO
American Airlines,Phoenix,Miami,PHX,MIA
American Airlines,Phoenix,Minneapolis,PHX,MSP
American Airlines,Phoenix,Chicago,PHX,ORD
American Airlines,Phoenix,Portland,PHX,PDX
American Airlines,Phoenix,Philadelphia,PHX,PHL
American Airlines,Phoenix,San Diego,PHX,SAN
American Airlines,Phoenix,San Antonio,PHX,SAT
American Airlines,Phoenix,Seattle,PHX,SEA
American Airlines,Phoenix,San Francisco,PHX,SFO
American Airlines,Phoenix,St. Louis,PHX,STL
American Airlines,Phoenix,Tampa,PHX,TPA
American Airlines,San Diego,Boston,SAN,BOS
American Airlines,San Diego,Charlotte,SAN,CLT
American Airlines,San Diego,Washington,SAN,DCA
American Airlines,San Diego,Los Angeles,SAN,LAX
American Airlines,San Diego,Orlando,SAN,MCO
American Airlines,San Diego,Miami,SAN,MIA
American Airlines,San Diego,Chicago,SAN,ORD
American Airlines,San Diego,Portland,SAN,PDX
American Airlines,San Diego,Philadelphia,SAN,PHL
American Airlines,San Diego,Phoenix,SAN,PHX
American Airlines,San Diego,Seattle,SAN,SEA
American Airlines,San Antonio,Charlotte,SAT,CLT
American Airlines,San Antonio,Chicago,SAT,ORD
American Airlines,San Antonio,Philadelphia,SAT,PHL
American Airlines,San Antonio,Phoenix,SAT,PHX
American Airlines,Seattle,Boston,SEA,BOS
American Airlines,Seattle,Charlotte,SEA,CLT
American Airlines,Seattle,Denver,SEA,DEN
American Airlines,Seattle,Los Angeles,SEA,LAX
American Airlines,Seattle,Orlando,SEA,MCO
American Airlines,Seattle,Miami,SEA,MIA
American Airlines,Seattle,Chicago,SEA,ORD
American Airlines,Seattle,Philadelphia,SEA,PHL
American Airlines,Seattle,Phoenix,SEA,PHX
American Airlines,Seattle,San Diego,SEA,SAN
American Airlines,Seattle,San Francisco,SEA,SFO
American Airlines,Seattle,St. Louis,SEA,STL
American Airlines,San Francisco,Charlotte,SFO,CLT
American Airlines,San Francisco,Los Angeles,SFO,LAX
American Airlines,San Francisco,Miami,SFO,MIA
American Airlines,San Francisco,Chicago,SFO,ORD
American Airlines,San Francisco,Portland,SFO,PDX
American Airlines,San Francisco,Philadelphia,SFO,PHL
American Airlines,San Francisco,Phoenix,SFO,PHX
American Airlines,San Francisco,Seattle,SFO,SEA
American Airlines,St. Louis,Charlotte,STL,CLT
American Airlines,St. Louis,Washington,STL,DCA
American Airlines,St. Louis,Los Angeles,STL,LAX
American Airlines,St. Louis,Miami,STL,MIA
American Airlines,St. Louis,Chicago,STL,ORD
American Airlines,St. Louis,Philadelphia,STL,PHL
American Airlines,St. Louis,Phoenix,STL,PHX
American Airlines,St. Louis,Seattle,STL,SEA
American Airlines,Tampa,Charlotte,TPA,CLT
American Airlines,Tampa,Washington,TPA,DCA
American Airlines,Tampa,Miami,TPA,MIA
American Airlines,Tampa,Chicago,TPA,ORD
American Airlines,Tampa,Philadelphia,TPA,PHL
American Airlines,Tampa,Phoenix,TPA,PHX
Air Canada,Atlanta,Denver,ATL,DEN
Air Canada,Denver,Atlanta,DEN,ATL
Air France,Atlanta,Boston,ATL,BOS
Air France,Atlanta,Baltimore,ATL,BWI
Air France,Atlanta,Charlotte,ATL,CLT
Air France,Atlanta,Dallas,ATL,DAL
Air France,Atlanta,Washington,ATL,DCA
Air France,Atlanta,Denver,ATL,DEN
Air France,Atlanta,Detroit,ATL,DTW
Air France,Atlanta,Washington,ATL,IAD
Air France,Atlanta,Houston,ATL,IAH
Air France,Atlanta,Los Angeles,ATL,LAX
Air France,Atlanta,Orlando,ATL,MCO
Air France,Atlanta,Chicago,ATL,MDW
Air France,Atlanta,Miami,ATL,MIA
Air France,Atlanta,Minneapolis,ATL,MSP
Air France,Atlanta,Chicago,ATL,ORD
Air France,Atlanta,Portland,ATL,PDX
Air France,Atlanta,Philadelphia,ATL,PHL
Air France,Atlanta,Phoenix,ATL,PHX
Air France,Atlanta,Portland,ATL,PWM
Air France,Atlanta,San Diego,ATL,SAN
Air France,Atlanta,San Antonio,ATL,SAT
Air France,Atlanta,Seattle,ATL,SEA
Air France,Atlanta,San Francisco,ATL,SFO
Air France,Atlanta,St. Louis,ATL,STL
Air France,Atlanta,Tampa,ATL,TPA
Air France,Boston,Atlanta,BOS,ATL
Air France,Baltimore,Atlanta,BWI,ATL
Air France,Charlotte,Atlanta,CLT,ATL
Air France,Dallas,Atlanta,DAL,ATL
Air France,Washington,Atlanta,DCA,ATL
Air France,Denver,Atlanta,DEN,ATL
Air France,Detroit,Atlanta,DTW,ATL
Air France,Washington,Atlanta,IAD,ATL
Air France,Houston,Atlanta,IAH,ATL
Air France,Los Angeles,Atlanta,LAX,ATL
Air France,Los Angeles,Minneapolis,LAX,MSP
Air France,Orlando,Atlanta,MCO,ATL
Air France,Chicago,Atlanta,MDW,ATL
Air France,Miami,Atlanta,MIA,ATL
Air France,Minneapolis,Atlanta,MSP,ATL
Air France,Minneapolis,Los Angeles,MSP,LAX
Air France,Minneapolis,Seattle,MSP,SEA
Air France,Minneapolis,San Francisco,MSP,SFO
Air France,Chicago,Atlanta,ORD,ATL
Air France,Portland,Atlanta,PDX,ATL
Air France,Philadelphia,Atlanta,PHL,ATL
Air France,Phoenix,Atlanta,PHX,ATL
Air France,San Diego,Atlanta,SAN,ATL
Air France,San Antonio,Atlanta,SAT,ATL
Air France,Seattle,Atlanta,SEA,ATL
Air France,San Francisco,Atlanta,SFO,ATL
Air France,St. Louis,Atlanta,STL,ATL
Air France,Tampa,Atlanta,TPA,ATL
Aeromexico,Atlanta,Boston,ATL,BOS
Aeromexico,Atlanta,Baltimore,ATL,BWI
Aeromexico,Atlanta,Washington,ATL,DCA
Aeromexico,Atlanta,Denver,ATL,DEN
Aeromexico,Atlanta,Detroit,ATL,DTW
Aeromexico,Atlanta,Washington,ATL,IAD
Aeromexico,Atlanta,Orlando,ATL,MCO
Aeromexico,Atlanta,Miami,ATL,MIA
Aeromexico,Atlanta,Minneapolis,ATL,MSP
Aeromexico,Atlanta,Philadelphia,ATL,PHL
Aeromexico,Atlanta,Seattle,ATL,SEA
Aeromexico,Atlanta,St. Louis,ATL,STL
Aeromexico,Boston,Atlanta,BOS,ATL
Aeromexico,Baltimore,Atlanta,BWI,ATL
Aeromexico,Washington,Atlanta,DCA,ATL
Aeromexico,Denver,Atlanta,DEN,ATL
Aeromexico,Detroit,Atlanta,DTW,ATL
Aeromexico,Washington,Atlanta,IAD,ATL
Aeromexico,Orlando,Atlanta,MCO,ATL
Aeromexico,Miami,Atlanta,MIA,ATL
Aeromexico,Minneapolis,Atlanta,MSP,ATL
Aeromexico,Philadelphia,Atlanta,PHL,ATL
Aeromexico,Seattle,Atlanta,SEA,ATL
Aeromexico,San Francisco,Atlanta,SFO,ATL
Aeromexico,St. Louis,Atlanta,STL,ATL
Aeromexico,Tampa,Atlanta,TPA,ATL
Alaska Airlines,Atlanta,Charlotte,ATL,CLT
Alaska Airlines,Atlanta,Los Angeles,ATL,LAX
Alaska Airlines,Atlanta,Miami,ATL,MIA
Alaska Airlines,Atlanta,Portland,ATL,PDX
Alaska Airlines,Atlanta,San Diego,ATL,SAN
Alaska Airlines,Atlanta,Seattle,ATL,SEA
Alaska Airlines,Boston,Los Angeles,BOS,LAX
Alaska Airlines,Boston,Portland,BOS,PDX
Alaska Airlines,Boston,San Diego,BOS,SAN
Alaska Airlines,Boston,Seattle,BOS,SEA
Alaska Airlines,Charlotte,Atlanta,CLT,ATL
Alaska Airlines,Washington,Los Angeles,DCA,LAX
Alaska Airlines,Washington,Portland,DCA,PDX
Alaska Airlines,Washington,Seattle,DCA,SEA
Alaska Airlines,Denver,Los Angeles,DEN,LAX
Alaska Airlines,Denver,Seattle,DEN,SEA
Alaska Airlines,Detroit,Portland,DTW,PDX
Alaska Airlines,Detroit,San Diego,DTW,SAN
Alaska Airlines,Houston,Los Angeles,IAH,LAX
Alaska Airlines,Houston,Seattle,IAH,SEA
Alaska Airlines,Los Angeles,Atlanta,LAX,ATL
Alaska Airlines,Los Angeles,Boston,LAX,BOS
Alaska Airlines,Los Angeles,Washington,LAX,DCA
Alaska Airlines,Los Angeles,Denver,LAX,DEN
Alaska Airlines,Los Angeles,Houston,LAX,IAH
Alaska Airlines,Los Angeles,Orlando,LAX,MCO
Alaska Airlines,Los Angeles,Miami,LAX,MIA
Alaska Airlines,Los Angeles,Chicago,LAX,ORD
Alaska Airlines,Los Angeles,Portland,LAX,PDX
Alaska Airlines,Los Angeles,Phoenix,LAX,PHX
Alaska Airlines,Los Angeles,San Diego,LAX,SAN
Alaska Airlines,Los Angeles,Seattle,LAX,SEA
Alaska Airlines,Los Angeles,San Francisco,LAX,SFO
Alaska Airlines,Los Angeles,St. Louis,LAX,STL
Alaska Airlines,Orlando,Los Angeles,MCO,LAX
Alaska Airlines,Orlando,San Diego,MCO,SAN
Alaska Airlines,Orlando,Seattle,MCO,SEA
Alaska Airlines,Miami,Atlanta,MIA,ATL
Alaska Airlines,Miami,Los Angeles,MIA,LAX
Alaska Airlines,Miami,San Francisco,MIA,SFO
Alaska Airlines,Minneapolis,Los Angeles,MSP,LAX
Alaska Airlines,Minneapolis,San Diego,MSP,SAN
Alaska Airlines,Minneapolis,Seattle,MSP,SEA
Alaska Airlines,Chicago,Los Angeles,ORD,LAX
Alaska Airlines,Chicago,Portland,ORD,PDX
Alaska Airlines,Chicago,San Diego,ORD,SAN
Alaska Airlines,Chicago,Seattle,ORD,SEA
Alaska Airlines,Chicago,San Francisco,ORD,SFO
Alaska Airlines,Portland,Atlanta,PDX,ATL
Alaska Airlines,Portland,Boston,PDX,BOS
Alaska Airlines,Portland,Washington,PDX,DCA
Alaska Airlines,Portland,Detroit,PDX,DTW
Alaska Airlines,Portland,Los Angeles,PDX,LAX
Alaska Airlines,Portland,Chicago,PDX,ORD
Alaska Airlines,Portland,Phoenix,PDX,PHX
Alaska Airlines,Portland,San Diego,PDX,SAN
Alaska Airlines,Portland,Seattle,PDX,SEA
Alaska Airlines,Portland,San Francisco,PDX,SFO
Alaska Airlines,Philadelphia,Seattle,PHL,SEA
Alaska Airlines,Phoenix,Los Angeles,PHX,LAX
Alaska Airlines,Phoenix,Portland,PHX,PDX
Alaska Airlines,Phoenix,Seattle,PHX,SEA
Alaska Airlines,San Diego,Atlanta,SAN,ATL
Alaska Airlines,San Diego,Boston,SAN,BOS
Alaska Airlines,San Diego,Detroit,SAN,DTW
Alaska Airlines,San Diego,Los Angeles,SAN,LAX
Alaska Airlines,San Diego,Orlando,SAN,MCO
Alaska Airlines,San Diego,Minneapolis,SAN,MSP
Alaska Airlines,San Diego,Chicago,SAN,ORD
Alaska Airlines,San Diego,Portland,SAN,PDX
Alaska Airlines,San Diego,Seattle,SAN,SEA
Alaska Airlines,San Antonio,Seattle,SAT,SEA
Alaska Airlines,Seattle,Atlanta,SEA,ATL
Alaska Airlines,Seattle,Boston,SEA,BOS
Alaska Airlines,Seattle,Washington,SEA,DCA
Alaska Airlines,Seattle,Denver,SEA,DEN
Alaska Airlines,Seattle,Houston,SEA,IAH
Alaska Airlines,Seattle,Los Angeles,SEA,LAX
Alaska Airlines,Seattle,Orlando,SEA,MCO
Alaska Airlines,Seattle,Minneapolis,SEA,MSP
Alaska Airlines,Seattle,Chicago,SEA,ORD
Alaska Airlines,Seattle,Portland,SEA,PDX
Alaska Airlines,Seattle,Philadelphia,SEA,PHL
Alaska Airlines,Seattle,Phoenix,SEA,PHX
Alaska Airlines,Seattle,San Diego,SEA,SAN
Alaska Airlines,Seattle,San Antonio,SEA,SAT
Alaska Airlines,Seattle,San Francisco,SEA,SFO
Alaska Airlines,Seattle,St. Louis,SEA,STL
Alaska Airlines,San Francisco,Los Angeles,SFO,LAX
Alaska Airlines,San Francisco,Miami,SFO,MIA
Alaska Airlines,San Francisco,Chicago,SFO,ORD
Alaska Airlines,San Francisco,Portland,SFO,PDX
Alaska Airlines,San Francisco,Seattle,SFO,SEA
Alaska Airlines,St. Louis,Los Angeles,STL,LAX
Alaska Airlines,St. Louis,Seattle,STL,SEA
Alitalia-compagnia Aerea Italiana,Atlanta,Boston,ATL,BOS
Alitalia-compagnia Aerea Italiana,Atlanta,Baltimore,ATL,BWI
Alitalia-compagnia Aerea Italiana,Atlanta,Charlotte,ATL,CLT
Alitalia-compagnia Aerea Italiana,Atlanta,Washington,ATL,DCA
Alitalia-compagnia Aerea Italiana,Atlanta,Denver,ATL,DEN
Alitalia-compagnia Aerea Italiana,Atlanta,Detroit,ATL,DTW
Alitalia-compagnia Aerea Italiana,Atlanta,Houston,ATL,HOU
Alitalia-compagnia Aerea Italiana,Atlanta,Washington,ATL,IAD
Alitalia-compagnia Aerea Italiana,Atlanta,Houston,ATL,IAH
